,Site,Longitude,Latitude,Depth,DistCoast,DistStream,Population,Effluent,UrbanIndex,PointIndex,AgrIndex,FormPlIndex,FragIndex,DitchIndex,Label
222,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
223,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
224,OAH-252,-158.0547591,21.2782175,26.0,2476.77745098,4056.94623117999,191048.0,1112541.0,0.0,0.0,0.0,0.0,0.0,0.0,2
225,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
226,KAU-135,-159.7313241,22.14039146,6.0,101.236481431,95.5976590649,396.0,52600.0,0.0,0.0,0.0,0.0,0.0,0.0,2
227,KAU-170,-159.7766146,22.08021761,16.0,876.853819216,2382.46878028999,292.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,2
229,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
230,KAU-188,-159.7634606,22.13478137,17.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
231,KAU-073,-159.7942446,22.08031333,25.0,1960.70483745999,3168.97767677999,232.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,2
232,NII-176,-160.1222994,21.98355398,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
233,NII-117,-160.1168289,21.97527995,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
234,NII-111,-160.1318665,21.97070302,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
235,NII-137,-160.1666683,21.95241739,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
236,NII-143,-160.148553,21.96267013,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
237,NII-157,-160.1787293,21.95645638,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
238,NII-077,-160.1944369,21.93550045,14.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
239,NII-201,-160.2094899,21.90161543,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
240,KAU-149,-159.6691091,21.93093742,21.0,1560.9118191,2069.44523956,12641.0,1329200.0,0.26635,0.009825,0.396625,0.0,0.117625,0.0,2
241,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
244,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
245,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
246,KAU-169,-159.4638419,21.87361057,6.5,246.591762471,884.489377992999,13814.0,3335400.0,0.39455,0.03945,0.0,0.0,0.12855,0.0,2
248,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
249,KAU-181,-159.5405291,22.22163373,5.0,383.326458442999,912.102255034,6529.0,702600.0,0.20715,0.0,0.2277,0.0,0.05635,0.0,2
250,KAU-089,-159.5730771,22.24683668,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
251,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
252,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
253,KAU-138,-159.3036948,22.08828184,9.0,209.656941751,620.059765804999,37204.0,5034200.0,0.540275,0.0446,0.161175,0.223,0.10755,0.295975,2
254,KAU-207,-159.3308064,22.03879843,5.0,418.878165744999,817.640263463,48932.0,5111800.0,0.3333,0.128,0.6129,0.0,0.11,0.6507,2
256,KAU-195,-159.2933327,22.0829854,22.0,1412.95558426999,1767.08103751,33469.0,4795000.0,0.59365,0.0193,0.1708,0.0,0.1058,0.0,2
257,KAU-216,-159.3162246,22.03984609,18.0,1791.07481361,2079.05901624999,45825.0,5080200.0,0.3333,0.128,0.6129,0.0,0.11,0.6507,2
258,KAU-176,-159.3251948,21.99935823,22.0,762.048774689999,1312.57812463999,35232.0,3577000.0,0.307466666666667,0.006966666666667,0.1979,0.307966666666667,0.0181,0.4008,2
260,NII-185,-160.0819294,21.92783687,5.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
261,NII-110,-160.1731634,21.839746,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
262,NII-212,-160.1164345,21.87243165,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
263,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
265,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
266,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
267,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
268,OAH-221,-158.2031314,21.4510562,7.0,297.921517343,934.549432076,104660.0,948570.0,0.5491,0.01645,0.2025,0.0,0.03895,0.565,2
269,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
270,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
271,MOL-074,-157.1254376,21.08253032,21.25,1560.56864068,1706.99747712,3930.0,154700.0,0.0532,0.0,0.0,0.0,0.1723,0.0,1
272,MOL-160,-157.0581555,21.0827687,10.25,1751.05312181999,1755.70091669,13934.0,624500.0,0.204875,0.0,0.196425,0.0,0.132625,0.3358,1
273,MOL-109,-157.0372077,21.07583988,22.25,971.396163968999,1881.34337731999,15830.0,604000.0,0.292575,0.02365,0.228975,0.0,0.09425,0.30455,2
274,MOL-147,-156.9470755,21.04873373,21.0,1601.04867476999,1612.9624615,13698.0,465200.0,0.171525,0.0,0.1547,0.0,0.089725,0.0,1
275,MOL-127,-156.9629062,21.05995953,4.25,808.376231358,873.609914652,17023.0,533800.0,0.224466666666667,0.0,0.193216666666667,0.0,0.120616666666667,0.0,1
276,MOL-166,-156.9737712,21.05781033,25.0,1269.37932454,1440.87464346999,13479.0,526100.0,0.2317,0.0,0.211875,0.0,0.0912,0.0,1
277,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
278,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
279,OAH-177,-157.7807197,21.47027867,8.0,1653.11813396999,4170.72807646999,174298.0,1286095.0,0.0,0.0,0.0,0.0,0.0,0.0,2
280,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
281,OAH-282,-157.8054174,21.50888991,20.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
282,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
283,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
284,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
285,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
286,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
287,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
288,OAH-205,-157.8184105,21.25112426,10.0,654.878668231,2636.13726282,420063.0,1172157.0,0.0,0.0,0.0,0.0,0.0,0.0,2
289,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
290,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
291,OAH-093,-157.8378143,21.27250071,5.0,720.002545819,1608.70069165,523576.0,1371557.0,0.9236,0.1892,0.1101,0.0,0.1328,0.6809,2
292,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
293,OAH-185,-157.9089283,21.29147926,8.5,1388.9525044,2812.48534595,406524.0,887017.0,0.0,0.0,0.0,0.0,0.0,0.0,2
294,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
295,OAH-126,-158.1261702,21.31627209,6.5,698.639391425999,1879.59007369999,165919.0,461531.0,0.0,0.0,0.0,0.0,0.0,0.0,2
296,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2
297,OAH-238,-158.1294762,21.33627634,5.0,338.550724699999,650.164867787,173015.0,562183.0,0.59295,0.0318,0.18755,0.1273,0.1449,0.318,1
298,OAH-253,-157.8654742,21.2854251,22.5,702.677271053,2548.61989391,481023.0,1393182.0,0.9687,0.5034,0.0716,0.0,0.0,0.0,2
299,OAH-153,-157.8645416,21.29066211,4.5,194.500893542999,2104.80184476,519632.0,1396782.0,0.9687,0.5034,0.0716,0.0,0.0,0.0,2
300,OAH-258,-157.8770628,21.29642685,5.0,483.963726775,1045.58557294999,504768.0,1378842.0,0.9816,0.3149,0.0421,0.0,0.0679,0.0,2
301,OAH-145,-157.8880644,21.2928321,8.5,883.720245376999,1352.90406398,470061.0,1182642.0,0.9687,0.5034,0.0716,0.0,0.0,0.0,2
