Region,Island,Site,Reef Zone,Latitude,Longitude,Depth,Hard coral,Macroalgae,CCA,Turf algae,Sand,Complexity,Herbivore (Grazer),Herbivore (Scraper),Herbivore (Browser),Detritivore (exclusively),Corallivore,Planktivore,Small Invert. Feeder,Large Invert. Feeder,Small Predator,Large Predator,DistCoast,DistStream,Population,Effluent,UrbanIndex,PointIndex,AgrIndex,FormPlIndex,FragIndex,DitchIndex
NWHI,Kure,KUR-176,Lagoon,28.41291226,-178.3359306,7.5,4.25,18.75,0.0,38.25,38.75,3.25,1.6818461770000002,26.736248163,6.63391821,0.071929829,1.569030859,3.3262136279999996,1.1583486699999999,6.278913372,0.879927763,97.66903890600001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-198,Lagoon,28.41451622,-178.3251918,2.25,0.25,25.75,0.25,23.25,50.0,1.0,0.005137746,0.059426644,0.006999784,0.0,0.0,0.003692256,0.116504774,0.43175923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-175,Lagoon,28.40468994,-178.3383107,2.5,3.0,45.0,0.0,38.25,11.25,2.0,0.850045274,0.081295971,6.334240792,0.001061316,0.014596622,0.029830965,0.8861485,17.018573702,0.254428233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-243,Lagoon,28.40597313,-178.351334,8.0,1.0,73.0,1.5,8.0,16.5,1.0,0.013345854,0.344237906,0.0,0.0,0.0,0.0,0.01387461,0.9008268589999999,3.117174939,70.97632616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-160,Forereef,28.39416655,-178.3618592,5.5,5.0,0.0,37.5,49.75,7.75,3.25,3.450281534,15.370253904,35.316532456,0.075493485,0.664190239,0.884239257,2.069538078,7.633294102,2.260031439,3.334157298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-156,Backreef,28.42930432,-178.3680295,1.5,18.75,3.75,0.0,63.75,13.75,2.25,6.024654368,8.38083835,6.041964167000001,0.045680157,0.900958251,1.664381098,1.328933278,7.557047947,0.110608771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-241,Forereef,28.38440247,-178.3074384,4.5,13.75,7.5,13.75,58.75,6.25,2.75,2.61075743,11.050479138,6.449944517,0.0,0.529689748,0.246837372,0.9702537659999999,9.148747023999999,6.4225391510000005,3.5838799800000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-169,Forereef,28.43325983,-178.3748214,21.5,26.25,20.0,18.75,36.75,0.5,2.25,5.036188213,16.046627567,4.30611949,0.043215165,0.231340942,0.5760913080000001,0.25170141399999996,7.001443164,0.748877994,220.31266426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-165,Forereef,28.45236302,-178.3492277,13.0,20.0,20.0,2.75,56.25,0.25,2.0,3.601275117,1.134317227,10.52821516,0.0,0.554929226,0.671642195,0.264574687,6.470931810000001,0.055070206,4.90068131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-186,Forereef,28.44921973,-178.3528083,11.0,15.0,3.0,5.0,74.5,1.75,2.75,1.643564135,7.538799527999999,3.268823263,0.0,0.40491630599999995,0.036511296,1.1349834479999998,8.15780286,0.875962955,18.02674151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-187,Forereef,28.43960493,-178.3647671,9.5,15.0,1.0,6.25,77.25,0.0,2.75,5.268603004999999,10.277813371,7.242952455,0.027836978,0.45306807400000004,0.487305141,0.8140426589999998,11.061168870000001,0.058639995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-166,Forereef,28.43719161,-178.2896484,13.0,20.0,37.5,0.0,42.5,0.0,2.0,2.284580876,1.847046166,0.0,0.001176473,0.26312653199999997,1.0814794349999999,0.260384529,10.026129443,1.122714336,73.390862198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-188,Forereef,28.42410763,-178.2860534,10.0,17.5,15.0,10.0,55.0,2.5,4.0,15.206163261,30.76486271,20.740129008,0.0,0.08701284,0.7584719099999999,0.9538615599999999,6.236106174000001,0.031017635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-164,Forereef,28.45271339,-178.3068335,12.0,30.0,5.5,11.25,47.0,5.5,4.0,1.7172667830000001,6.2889265850000005,8.699143016,0.044674863,0.245770651,0.499044656,0.436826919,7.512206278000001,0.228317243,7.155316546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Kure,KUR-170,Forereef,28.41135699,-178.382783,24.0,20.0,25.0,0.5,51.0,3.0,2.0,6.0363715010000005,9.967389067,6.5439635670000005,0.066430283,0.352527562,5.366011944,0.9128892129999999,7.170366797,1.0800801,13.35066955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-147,Forereef,26.02048474,-173.8759265,14.5,63.75,17.5,13.75,3.75,1.25,3.5,17.554773617,7.085978926999999,3.037273598,0.096050645,0.182294986,8.414120681,0.040875146,23.178619091,2.547207859,164.69040136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-149,Forereef,26.00485149,-173.8977095,9.0,2.0,52.25,1.5,8.0,36.25,3.25,14.862096005,9.08688501,0.198807076,0.006837862,0.040875146,0.365359256,0.253678948,1.961701808,0.0,354.89981474000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-174,Forereef,25.99569786,-173.8657271,13.75,62.5,10.0,10.0,17.5,0.0,2.5,1.711280575,2.55456684,1.174136508,0.008540325,0.020611198,0.048193612,0.104428279,2.091189219,0.6124136069999999,186.35472147800002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-138,Forereef,25.99311079,-173.9130338,5.0,1.0,50.0,0.0,44.0,35.0,1.5,0.0,0.002154735,0.0,0.0,0.0,0.007384511,0.12839582500000002,0.010340939,0.0,38.84612596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-160,Forereef,25.95852119,-173.8674763,23.0,71.25,11.25,8.75,3.75,5.0,3.0,1.032092414,3.174675805,2.069155288,0.152692545,0.355588555,1.392508604,0.105441386,2.877575708,1.2854994739999999,2410.6798532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-152,Forereef,25.95009813,-173.8803839,13.0,46.25,27.5,3.0,22.75,0.5,3.0,2.1943198730000004,2.04127206,0.0,0.004537826,0.147733071,0.36132594799999995,0.104555283,3.8704029049999997,0.423601025,139.012553316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-150,Forereef,25.96597664,-173.8799546,12.0,28.75,26.25,11.5,23.5,10.0,3.25,22.714719123,16.636143709,5.299363484000001,0.082841775,0.170419916,0.326551788,0.29166725,7.01337921,0.469693442,11.559143946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-140,Backreef,25.9634795,-173.930271,3.25,4.25,23.75,0.75,61.25,10.0,2.0,1.370190875,0.126923425,0.201974404,0.0,0.0,0.059244589,0.402082458,0.419751255,0.0,64.93022842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-164,Backreef,25.96677032,-173.8967245,2.0,1.0,16.25,0.5,66.0,16.25,1.5,0.203069897,0.0,0.0,0.0,0.0,0.0,0.632496836,0.88335395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-156,Forereef,26.08378856,-173.9122009,25.0,25.0,20.0,7.5,2.5,40.0,4.0,1.595828269,12.27642798,0.0,0.086697993,0.29418321000000003,0.282979288,0.347231285,8.445386737,0.746701941,255.69685203999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-146,Forereef,26.05233723,-173.9039747,17.0,43.75,20.0,10.0,8.75,17.5,4.75,6.070770244,15.341057415999998,1.630861204,0.137706516,0.054655938,0.68674994,0.9061449540000001,17.15743035,3.821425707,130.95862972,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-145,Forereef,26.07116994,-173.9231853,13.0,35.0,17.5,15.0,26.0,6.5,3.5,9.615494231,16.102065575,0.807511989,0.149704676,0.657755607,2.798341757,0.518846731,15.518415078,0.8377694469999999,63.12242088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-165,Forereef,26.08411672,-173.9446185,13.5,40.0,20.0,12.5,25.0,2.5,2.75,7.65733116,6.808870816000001,1.88451273,0.021319689,0.077834606,0.890487714,0.786881918,3.0516606050000004,0.404987239,59.49665308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-155,Forereef,26.08821698,-173.9862654,14.5,30.0,21.25,15.0,32.25,1.5,3.25,9.961444489,12.223709244999998,1.787197996,0.095562004,0.0,4.448933939,0.26093508600000004,7.729536081,0.419969066,192.477814422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-176,Forereef,26.10029966,-173.970448,22.0,27.5,15.0,25.0,7.5,25.0,5.0,0.475857117,8.559429947,0.0,0.113763104,0.948101477,0.15109020199999998,0.08902713000000001,42.084982276000005,0.260889178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-142,Forereef,26.09191541,-173.9565957,14.0,33.75,20.0,25.0,20.0,0.0,3.5,2.4405705269999998,13.128177482000002,2.736171764,0.061164164,0.11633653099999999,0.5468103879999999,0.520306001,3.234068392,11.155158026,119.010135542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-141,Forereef,26.08844421,-173.977783,13.0,30.0,17.5,27.5,17.5,5.0,3.25,3.06532411,10.578643922,0.0,0.079614254,0.024320681,0.593348985,0.32633504399999996,4.284653833,0.284663315,248.189483446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-157,Forereef,26.05743787,-174.0264062,24.0,10.0,10.0,10.0,65.0,5.0,3.0,5.1744437350000005,18.07551286,0.0,0.216103836,0.106882244,2.672275569,0.99352482,3.7682341929999996,1.056049555,1.039088246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-137,Forereef,26.03912677,-173.9712633,5.0,3.0,50.0,4.25,34.0,8.75,2.0,2.23165641,0.245427329,1.361375863,0.0,0.0,0.041437727,0.424977378,1.069041229,0.0,212.47206602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-173,Forereef,26.02071583,-174.0103305,12.5,8.75,12.5,27.5,46.0,5.25,4.5,6.3675739,15.137903774,1.6345524580000002,0.086604622,0.223391061,1.0958090059999999,0.49578571,5.3705484839999995,0.9716865779999999,294.491421712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-179,Forereef,26.0001821,-174.0304875,20.0,60.0,7.5,15.0,2.5,15.0,2.0,4.617769127,9.860817949000001,0.050705776,0.327831454,0.5473800879999999,0.349837179,0.9307819199999999,2.9855951780000005,0.271428031,189.88244375000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-180,Forereef,25.96691323,-174.0123502,20.0,40.0,10.0,15.0,27.0,8.0,3.0,10.02750101,12.636919840000001,0.0,0.273887973,2.2268848390000002,5.484895494000001,0.303540867,3.633661843,1.194848732,398.27103537999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-153,Forereef,25.94523344,-173.9705902,14.0,52.5,7.5,27.5,12.5,0.0,3.0,5.992199758999999,6.014359863999999,2.052005366,0.282310028,2.383332479,2.197936287,0.031360991,5.858444383,0.947524684,137.4450797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-154,Forereef,25.93626782,-173.9468795,12.0,48.75,1.75,25.0,24.5,0.0,3.0,2.652235482,1.473450374,0.77706802,0.147756337,0.267927039,8.310008762,0.340268655,14.888705191999998,1.0130341010000001,781.9830308859999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NWHI,Lisianski,LIS-199,Forereef,25.88560693,-173.8599445,26.0,1.0,87.5,0.5,3.5,7.5,1.0,0.0,0.0,0.0,0.0,0.0,0.113507632,0.10655119900000001,1.4880660190000001,0.0,66.58506062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-457,Forereef,20.20014013,-155.7091341,21.75,7.5,0.0,11.25,73.25,7.5,2.25,6.411315309,1.569472532,3.581926301,0.074740293,0.6563016230000001,8.926174043,0.692152242,10.070507115999998,1.3298926899999999,6.50151752,783.552930446,809.905318382,2218.0,342900.0,0.01925,0.0,0.042816666666667,0.0,0.0,0.07155
MHI,Hawaii,HAW-150,Forereef,20.23244122,-155.7512105,10.25,8.75,1.75,4.0,78.5,7.0,2.25,5.79387864,1.0097324159999999,2.058652815,0.003943364,0.6945701950000001,0.716976865,0.530940237,4.468949315,0.978861734,0.0,134.867309506999,364.954344365,5956.0,1054280.0,0.1053,0.0,0.45008,0.0,0.0,0.22978
MHI,Hawaii,HAW-146,Forereef,20.23945042,-155.7513162,22.0,5.0,0.0,2.75,76.0,16.25,1.75,9.781525442,4.500469278,0.380539462,0.0,0.34811896999999997,0.163095726,0.533294738,13.772839276000001,0.0,0.0,451.730636324999,901.315505816,5593.0,1038880.0,0.119125,0.0,0.513925,0.0,0.0,0.287225
MHI,Hawaii,HAW-167,Forereef,20.26778779,-155.855388,6.0,10.0,0.0,2.0,71.75,16.25,1.75,2.250275196,1.500073321,1.068777622,0.00067227,0.5850488,0.083527019,0.812859434,1.1798502979999999,0.006311138,0.0,44.0901616932999,118.649527775,6055.0,1047280.0,0.1341,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-178,Forereef,19.98708649,-155.2322548,13.5,12.5,0.0,6.25,71.25,10.0,4.25,14.017694395,4.603835617,14.692948137,0.058338138,0.850213001,1.05591366,1.637427474,8.667619272,2.828402053,0.0,181.693771201999,322.344116782,2902.0,553560.0,0.261855555555556,0.0,0.129655555555556,0.0,0.0,0.0
MHI,Hawaii,HAW-354,Forereef,20.03393152,-155.3185486,16.0,20.0,0.0,2.5,72.5,5.0,4.0,14.033303495,0.011112471,1.765436871,0.036302606,0.709204484,1.2642187249999999,1.8715612650000002,6.317383112,3.110895582,2.24139312,153.448030985999,304.837726916,2960.0,445000.0,0.017266666666667,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-525,Forereef,20.06635465,-155.3824007,24.0,20.0,2.5,5.0,70.0,2.5,2.5,14.545966224,5.436172635,0.192355816,0.121693406,0.377929913,9.127983742,4.417860139,18.681501531000002,6.155715405,0.0,227.313947356999,517.249131429,7529.0,1042800.0,0.048385714285714,0.0,0.035928571428571,0.0,0.0,0.0
MHI,Hawaii,HAW-315,Forereef,19.98493443,-155.226814,24.5,4.5,2.0,4.25,66.75,22.5,2.5,28.329157131000002,4.839186323,2.050680328,0.000778091,0.009724059,3.4280903780000003,0.743793479,16.801673116,0.255861143,54.33095197,267.366826061999,272.345809561,2656.0,554160.0,0.2612875,0.0,0.097,0.0,0.0,0.0
MHI,Hawaii,HAW-194,Forereef,20.02240791,-155.2914663,11.0,26.25,1.5,5.5,52.75,13.75,3.0,7.9292755669999995,3.693391438,1.591105441,0.0,0.18300297100000001,1.233251685,0.606858746,6.4018493,0.18931983900000002,0.0,102.904737025,136.680461151999,3507.0,631760.0,0.062285714285714,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-323,Forereef,20.04969385,-155.3492215,12.0,31.25,0.5,3.0,61.25,4.0,3.25,4.8658005499999994,0.0,4.299117807,0.00159353,0.264963621,2.7698673960000004,0.730707196,4.462226575,3.179415245,0.0,102.676521437,195.346688997,3752.0,601200.0,0.10965,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-198,Forereef,20.05500748,-155.3638895,4.5,4.0,0.25,7.75,85.5,1.25,3.0,4.365378893,4.913386055,6.323972911,0.22158782,0.050064306,0.281311614,0.66195923,3.7463733630000005,0.526042412,0.0,76.9534459241999,400.321859731,5224.0,707500.0,0.097783333333333,0.0,0.041916666666667,0.0,0.0,0.0
MHI,Hawaii,HAW-190,Forereef,19.75809826,-155.087413,11.5,10.0,35.0,8.75,30.0,16.25,1.0,0.527898944,0.0,0.0,0.0,0.0,0.0,0.002999485,1.169270531,0.0,0.0,289.259065400999,527.392430408,70320.0,6881900.0,0.333157142857143,0.0,0.283471428571429,0.085571428571429,0.024114285714286,0.0
MHI,Hawaii,HAW-272,Forereef,19.74435185,-155.0273058,21.0,27.5,2.5,7.5,40.0,22.5,2.0,8.082253843,5.365422015,0.0,0.180903006,0.45255673900000004,0.013227464,0.41304406499999996,3.258555617,1.777097877,0.0,850.692293413,5060.06106627,45281.0,4576200.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-302,Forereef,19.74751619,-155.0688391,10.0,21.25,4.25,7.0,55.0,12.5,2.0,17.589478248000002,0.0,0.171189981,0.0,0.6174563789999999,0.269192274,0.5059965,2.57470512,1.183064602,0.0,436.169230957,2315.38295088,80702.0,7177840.0,0.34985,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-177,Forereef,19.65415243,-154.971091,22.0,57.5,1.5,8.75,18.25,13.75,2.0,8.16763053,13.786993453000001,4.770025091,0.229960077,0.499483275,0.033781557000000004,0.153133508,4.698629473,1.7779125249999999,2.0172876,839.271640397,4398.15613612,23406.0,3020140.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-136,Forereef,19.66447676,-154.9769788,12.0,8.75,2.0,9.5,75.5,4.25,2.0,4.454152197,1.854949561,0.38699775799999997,0.002135081,0.040684495,0.240037182,0.542764558,4.843978427,0.0,0.0,526.831816112999,4727.8803987,24724.0,3250540.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-203,Forereef,19.74035217,-155.0356113,13.0,23.75,2.0,2.0,62.25,10.0,2.25,4.235941989,0.032045169,0.762736261,0.001260507,0.254874702,0.627736081,0.097564884,3.2391688140000006,0.23060032,0.0,211.0786643,4081.67672082999,62453.0,5971500.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-358,Forereef,19.75570179,-155.0729444,24.0,4.0,0.5,3.0,84.5,8.0,1.5,4.227190523,0.0,0.0,0.001344541,0.0,0.07434309900000001,0.050388117999999996,6.3839939580000005,0.327784231,0.0,1387.86024774,1968.76430568,69756.0,6863600.0,0.30345,0.0,0.27215,0.07525,0.0422,0.0
MHI,Hawaii,HAW-335,Forereef,19.00717646,-155.7955527,3.5,48.75,0.0,5.0,41.25,5.0,2.5,9.388559414,0.0,5.298436302000001,0.092353157,1.022604274,0.219033701,0.496553511,1.4368094319999998,1.161344694,0.0,18.9503507746,12074.9763895,3209.0,312500.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-246,Forereef,19.01212153,-155.8204122,13.0,70.0,0.0,10.0,7.5,12.5,5.0,4.419364368,4.720044481,5.6990296570000005,2.531760594,0.662472342,1.0386864070000001,1.958952763,5.886871782,17.817030032,0.0,167.838764316,14623.9830213,2689.0,255600.0,0.0099,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-447,Forereef,19.03992992,-155.8815182,6.0,28.75,0.0,11.25,57.5,2.5,4.0,14.317797835,1.066645735,3.833307766,1.942513919,0.585568401,1.105299261,2.031634667,1.647097544,0.627470089,0.879348226,21.8284550750999,19799.8454802,604.0,29000.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-290,Forereef,18.96924701,-155.7417628,23.0,37.5,1.5,7.5,43.5,10.0,1.75,3.378838382,5.846318183,1.076946333,0.024671704,0.374208199,0.938148341,1.3320794900000001,1.5976349569999997,2.885494135,0.0,105.107788197999,5980.87140062999,241.0,40200.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-181,Forereef,18.99763014,-155.7862736,14.5,33.75,0.75,11.25,48.75,5.5,2.25,5.5207537360000005,3.818317696,2.773322828,1.603527033,0.8298910700000001,2.2152944039999998,0.28860842899999994,2.046720741,5.816131995999999,0.0,50.6340578199,10906.2330012,1362.0,188900.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-503,Forereef,19.01857392,-155.838986,4.0,4.25,11.25,1.0,69.75,13.75,1.0,0.164264303,0.0,0.0,0.0,0.01407278,0.32750503400000003,0.130217814,1.0007596349999999,0.0,0.0,60.7336154771,16118.7117428,2108.0,198700.0,0.0099,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-531,Forereef,19.03261788,-155.8746872,25.0,15.0,3.0,7.5,54.5,20.0,1.5,6.115414535,0.0,1.192558591,1.6332000819999999,0.29808080000000003,1.100477023,0.085587302,2.339634277,1.732195838,0.0,91.2002052767,19258.5576775,726.0,42500.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-361,Forereef,20.12523802,-155.8932205,24.5,33.75,1.5,8.75,32.25,23.75,2.5,2.674943107,1.6375377740000001,1.175130649,0.134258017,0.17775291399999998,0.348568353,0.474166198,2.457313205,0.991030463,0.0,148.638970505999,848.907331195999,2075.0,342000.0,0.077166666666667,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-346,Forereef,20.08223919,-155.8678176,6.0,51.25,0.25,21.25,21.0,6.25,3.25,7.3367684230000005,0.486821573,1.525472522,0.239823157,1.545432567,0.19420821900000002,0.351970699,1.012216154,0.104992267,0.0,31.1653201106,178.245309182,3178.0,386600.0,0.069571428571429,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-094,Forereef,19.97885806,-155.8322626,4.0,53.75,5.75,11.25,25.0,4.25,3.0,8.749726867,0.9766267479999999,1.674754415,0.080261626,0.582847288,0.003697483,0.286549762,1.267841626,1.585654136,0.0,93.9730885684,834.103793505,16909.0,648000.0,0.2851,0.0994,0.0,0.0,0.1516,0.0
MHI,Hawaii,HAW-090,Forereef,19.9299064,-155.8927204,15.0,47.5,0.5,17.5,24.5,10.0,3.0,7.53650065,1.634124139,0.0,0.286906989,0.742000424,7.7420864069999995,0.24756328100000002,4.204282125,4.180995587,0.0,320.492189973999,3995.54728936999,5324.0,258100.0,0.3211,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-153,Forereef,20.05506028,-155.8444195,8.0,51.25,0.0,10.0,23.75,15.0,3.5,6.278915969,5.332435157,1.959946506,0.143423927,0.852122947,0.112652004,0.14941671699999998,4.166662718,2.052041108,0.0,80.9708132492,638.094378705,5629.0,537400.0,0.137716666666667,0.0,0.0,0.0,0.041883333333333,0.0
MHI,Hawaii,HAW-215,Forereef,20.01060066,-155.825602,2.0,36.25,0.0,12.5,40.0,11.25,2.5,4.502227747,1.420600951,4.283884207,0.015661412,0.166668389,0.141693028,0.31529720899999997,1.74369345,0.8449103699999999,0.0,13.7589676661,342.262230949,17147.0,849800.0,0.342875,0.0632,0.0,0.0,0.14645,0.0
MHI,Hawaii,HAW-111,Forereef,19.93578823,-155.8781193,4.0,57.5,0.0,12.5,22.5,7.5,2.0,4.204817374,3.942771872,4.8177479739999995,0.041036511,1.700347556,2.033141169,0.544451768,2.537331286,0.12399136399999999,0.0,71.0253046775,2900.63079388,12574.0,456800.0,0.3211,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-297,Forereef,19.1370999,-155.9174,13.5,53.75,0.25,8.75,31.0,6.25,4.0,2.9586497269999996,1.110174365,0.625223364,0.324322871,0.44270052899999995,1.477013935,0.291113859,0.781890258,4.246230257000001,0.0,199.951023835999,17471.4143842999,1556.0,223400.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-428,Forereef,19.21418038,-155.901572,11.5,57.5,3.0,4.0,28.0,7.5,3.25,3.9082151119999997,0.0,0.964968297,0.086557654,0.484519213,1.297558144,0.057851897,0.9971455850000001,0.485039566,0.0,113.546716323,10523.0217607,2833.0,285600.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-265,Forereef,19.24453033,-155.900432,23.5,27.5,3.0,5.0,54.5,10.0,2.0,3.355693482,5.539237468,3.299966442,0.053563207,0.174875472,0.22462367300000002,0.351808733,1.435901591,1.7055808169999997,0.0,94.3135089068999,9225.56861489999,3692.0,417300.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-138,Forereef,19.10705287,-155.9163557,24.5,28.75,2.75,6.25,58.25,4.0,2.5,5.952615112,3.575468947,3.057850726,1.1302337699999998,0.343379678,2.239547262,0.42495435,1.938972796,4.674837922,0.0,78.4631316711,20130.3784017,813.0,40000.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-173,Forereef,19.17447103,-155.9098846,11.0,47.5,0.0,25.0,22.5,5.0,4.25,7.802344826,5.78540803,3.213816213,0.150068823,0.942841535,2.154163259,0.42047299899999996,0.7044211250000001,10.389468928,0.0,71.1687657575999,13869.5022126,1744.0,235400.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-430,Forereef,19.2123574,-155.8998144,4.5,37.5,1.25,26.25,35.0,0.0,2.5,4.623214938,0.83874394,3.829707944,0.529041223,0.8130790090000001,3.240973026,1.262177533,2.285707611,0.94083697,0.0,67.3676842737999,10464.4244339,2554.0,285000.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-248,Forereef,19.25695055,-155.8994194,4.5,12.5,1.5,15.0,71.0,0.0,2.75,8.409654755,0.0,6.1647064789999995,1.93530341,0.412945477,2.247720626,0.43764665700000005,1.8336679529999997,0.060523095,0.0,15.8511217245,8951.23493416,4164.0,425700.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-233,Forereef,19.3660173,-154.9554415,14.0,22.5,0.0,10.0,50.0,17.5,2.25,9.527508251,6.740074006,2.351482909,1.005496584,0.663117119,1.415481818,2.5647028359999995,7.397162905999999,7.412429245,0.0,141.717080562,14036.3218528,3414.0,416800.0,0.0,0.0,0.0,0.0,0.0,0.0
MHI,Hawaii,HAW-219,Forereef,19.44592735,-154.8527585,23.5,5.5,2.75,16.25,72.75,2.5,1.75,1.944165102,2.894962101,1.94562915,0.115789253,0.137027094,3.389951378,0.49453955699999996,2.726268326,1.13103542,0.0,74.2284203176999,12042.3998678,8019.0,1375800.0,0.0,0.0,0.0,0.0,0.0,0.0
